dt vl vr
1512745889.023    9.858    3.998    0.150 -2.883  0.0405 -0.0396  0.9753 -0.0587 -0.0431  0.7794
1512745889.048    9.802    4.072    0.150 -2.907  0.0227  0.0193  0.9214 -0.0678 -0.0081  0.7776
1512745889.069    9.794    3.912    0.150 -2.923 -0.0198 -0.0156  0.9597 -0.1037 -0.0411  0.7659
1512745889.093    9.812    3.898    0.150 -2.947 -0.0403 -0.0315  0.9568 -0.0125 -0.0482  0.7633
1512745889.156    9.820    3.900    0.150 -2.994 -0.0190 -0.0361  0.8689  0.0479 -0.0475  0.7919
1512745889.180    9.874    3.953    0.150 -3.011  0.0425 -0.0293  1.0247 -0.0739 -0.0162  0.7984
1512745889.204    9.924    3.884    0.150 -3.036 -0.0315  0.0342  0.8809 -0.0738 -0.0437  0.7545
1512745889.228    9.923    3.851    0.150 -3.052  0.0300  0.0066  0.8862 -0.0238 -0.0633  0.7646
1512745889.251    9.856    3.906    0.150 -3.067  0.0127  0.0312  0.8835 -0.0332 -0.0127  0.7862
1512745889.273    9.856    3.906    0.150 -3.091  0.0024 -0.0078  1.0193 -0.0989 -0.0177  0.7530
1512745889.299    9.740    3.802    0.150 -3.107 -0.0022 -0.0093  0.8574 -0.0565 -0.0570  0.7617
1512745889.362    9.665    3.895    0.150 -3.154 -0.0278  0.0298  1.0027 -0.0587 -0.0519  0.7690
1512745889.385    9.661    3.826    0.150 -3.178  0.0063  0.0564  0.8862 -0.0447  0.0245  0.8143
1512745889.392    9.661    3.826    0.150 -3.185 -0.0015  0.0327  0.9080 -0.0370  0.0393  0.8056
1512745889.422    9.671    3.822    0.150 -3.202  0.0310  0.0012  0.9287 -0.0631 -0.0674  0.7995
1512745889.445    9.668    3.819    0.150 -3.227 -0.0183  0.0300  0.9363  0.0277 -0.0103  0.7851
1512745889.469    9.827    3.969    0.150 -3.243 -0.0190 -0.0195  0.9695 -0.1121 -0.0244  0.7822
1512745889.495    9.865    3.917    0.150 -3.267 -0.0649  0.0449  0.9663 -0.0345 -0.0523  0.7752
1512745889.571    9.865    3.917    0.150 -3.331 -0.0195 -0.0105  0.9985 -0.0071 -0.0148  0.7732
1512745889.597    9.967    3.831    0.150 -3.348 -0.0764  0.0725  0.9314 -0.0393 -0.0228  0.8176
1512745889.603    9.967    3.831    0.150 -3.355 -0.0405  0.0251  1.0154 -0.1165 -0.0522  0.8159
1512745889.632    9.939    3.826    0.150 -3.379 -0.0586  0.0422  0.9485  0.0117 -0.0104  0.7920
1512745889.656    9.911    3.797    0.150 -3.396  0.0054 -0.0015  0.8457 -0.0587 -0.0234  0.8128
1512745889.663    9.911    3.797    0.150 -3.404  0.0264 -0.0549  0.9141 -0.0531 -0.0185  0.8023
1512745889.695    9.761    4.012    0.150 -3.430  0.0515 -0.0007  0.8564 -0.0281 -0.0332  0.7424
1512745889.774    9.762    4.031    0.150 -3.491 -0.0032 -0.0881  1.0059 -0.0172 -0.0079  0.7637
1512745889.798    9.993    3.826    0.150 -3.507 -0.0298  0.0388  0.9475 -0.0284 -0.0305  0.7799
1512745889.821   10.217    3.885    0.150 -3.522  0.0056 -0.0374  0.9216 -0.0617 -0.0250  0.7754
1512745889.846   10.271    3.944    0.150 -3.546 -0.0598  0.0317  0.9910  0.0045 -0.0772  0.7824
1512745889.852   10.271    3.944    0.150 -3.554  0.0020  0.0002  0.8540 -0.0216 -0.0909  0.7778
1512745889.883   10.469    3.630    0.150 -3.578 -0.0046  0.0413  1.0217 -0.0750  0.0338  0.7663
1512745889.945   10.467    3.600    0.150 -3.626  0.0442 -0.0156  0.9812 -0.0727 -0.0229  0.7382
1512745889.969   10.291    3.770    0.150 -3.642 -0.0754  0.0581  0.9397 -0.0053 -0.0393  0.7515
1512745889.991   10.283    3.768    0.150 -3.665  0.1035 -0.0164  0.9104 -0.0859 -0.0875  0.7424
1512745890.014   10.266    3.759    0.150 -3.680 -0.0488 -0.0120  0.9692  0.0033 -0.0176  0.7147
1512745890.038   10.175    3.885    0.150 -3.696 -0.0286  0.0142  0.9055 -0.0771 -0.0180  0.7410
1512745890.061   10.173    3.876    0.150 -3.719  0.0627  0.0071  0.8816 -0.0382 -0.0446  0.7553
1512745890.086   10.289    3.776    0.150 -3.733  0.0515 -0.0349  0.9302  0.0079 -0.0222  0.7621
1512745890.148   10.279    3.773    0.150 -3.780  0.0129 -0.0461  1.0171 -0.0141 -0.0185  0.7506
1512745890.172   10.301    3.795    0.150 -3.805 -0.0105  0.0613  0.9009 -0.0839  0.0104  0.7718
1512745890.195   10.395    3.650    0.150 -3.820 -0.0081 -0.0557  1.0349 -0.0222 -0.1047  0.7549
1512745890.202   10.395    3.650    0.150 -3.828  0.0693  0.0037  0.9004 -0.0101 -0.0816  0.7673
1512745890.233   10.394    3.635    0.150 -3.852 -0.0344  0.0146  0.9573 -0.0716 -0.0197  0.7818
1512745890.258   10.329    3.698    0.150 -3.867 -0.0737  0.0249  0.9395 -0.0410 -0.0676  0.7297
1512745890.280   10.312    3.694    0.150 -3.891 -0.0259  0.0247  0.9880 -0.0731 -0.0184  0.7554
1512745890.343   10.291    3.673    0.150 -3.937  0.0156 -0.0391  0.8748  0.0009 -0.0019  0.7631
1512745890.360   10.291    3.673    0.150 -3.953 -0.0532  0.0747  0.9333  0.0025 -0.0707  0.7389
1512745890.372   10.291    3.673    0.150 -3.961 -0.0012  0.0312  0.9812 -0.0794 -0.0642  0.7433
1512745890.402   10.299    3.773    0.150 -3.984  0.0234  0.0332  0.8811  0.0020  0.0057  0.7561
1512745890.427   10.241    3.825    0.150 -3.999 -0.0137  0.0469  0.8992 -0.0788  0.0057  0.7555
1512745890.433   10.241    3.825    0.150 -4.014 -0.0059 -0.0051  0.8901 -0.1004 -0.0353  0.7571
1512745890.462   10.070    3.791    0.150 -4.030 -0.0007  0.0330  0.9119 -0.0383 -0.0659  0.7276
1512745890.487   10.128    3.846    0.150 -4.045  0.0264 -0.0408  0.9155 -0.0650 -0.0405  0.7386
1512745890.550   10.190    3.749    0.150 -4.098 -0.0291  0.0486  0.9182  0.0043 -0.0136  0.7906
1512745890.573   10.187    3.677    0.150 -4.112  0.0757 -0.0859  0.9443 -0.0972 -0.0117  0.7989
1512745890.597   10.399    3.418    0.150 -4.129  0.0854  0.0107  0.9006  0.0233 -0.0445  0.7742
1512745890.603   10.399    3.418    0.150 -4.145  0.0217  0.1003  0.9097 -0.0158 -0.0021  0.7863
1512745890.633   10.423    3.426    0.150 -4.162 -0.0776 -0.0564  1.0525  0.0029 -0.0767  0.7277
1512745890.657   10.378    3.392    0.150 -4.178  0.0095  0.0437  0.9121 -0.0204 -0.0013  0.7392
1512745890.663   10.378    3.392    0.150 -4.193  0.0056  0.1023  0.7979 -0.0696 -0.0043  0.7418
1512745890.696   10.370    3.405    0.150 -4.207 -0.0552 -0.0598  0.9934 -0.0238 -0.0216  0.7274
1512745890.773   10.368    3.396    0.150 -4.268  0.0530 -0.0396  0.9607 -0.0418  0.0097  0.7832
1512745890.799   10.315    3.463    0.150 -4.284 -0.0569 -0.0032  1.0103 -0.0581 -0.0173  0.7571
1512745890.822   10.396    3.508    0.150 -4.308  0.0642 -0.0007  0.8838 -0.0570 -0.0341  0.7621
1512745890.846   10.349    3.467    0.150 -4.323 -0.0173  0.0339  0.9709 -0.0780 -0.0352  0.7794
1512745890.852   10.349    3.467    0.150 -4.338 -0.0205 -0.0007  0.9050 -0.0779 -0.0493  0.7811
1512745890.884   10.377    3.424    0.150 -4.355 -0.0344 -0.0171  0.9460 -0.0760 -0.0181  0.7710
1512745890.947   10.378    3.450    0.150 -4.403  0.0850  0.0662  0.9321 -0.0019 -0.0111  0.7590
1512745890.970   10.464    3.344    0.150 -4.426 -0.0078  0.0852  0.9072 -0.1663 -0.0439  0.7910
1512745890.994   10.505    3.374    0.150 -4.441  0.0242 -0.0354  0.9626 -0.0164 -0.0397  0.7908
1512745891.018   10.471    3.346    0.150 -4.457 -0.0352  0.0112  0.9399 -0.0443 -0.0027  0.7924
1512745891.041   10.480    3.332    0.150 -4.481  0.0225 -0.0559  0.9834 -0.1385 -0.0617  0.7818
1512745891.065   10.482    3.340    0.150 -4.497  0.0449  0.0374  0.8906  0.0302 -0.0067  0.8008
1512745891.071   10.482    3.340    0.150 -4.514  0.0430  0.0618  0.8782 -0.0205  0.0040  0.8091
1512745891.142   10.241    3.606    0.150 -4.563 -0.0176 -0.0171  0.9958 -0.0688 -0.0281  0.7854
1512745891.164   10.235    3.604    0.150 -4.579 -0.0417  0.0112  0.8713 -0.0807 -0.0061  0.7906
1512745891.187   10.207    3.581    0.150 -4.596  0.0181  0.0320  0.9443 -0.1549 -0.0390  0.7938
1512745891.210   10.202    3.585    0.150 -4.621  0.0056 -0.0806  1.0493 -0.0815 -0.0150  0.7756
1512745891.234   10.198    3.533    0.150 -4.637 -0.0525 -0.0295  0.8943  0.0067 -0.0372  0.7784
1512745891.258   10.299    3.429    0.150 -4.661  0.0088 -0.0215  0.9253 -0.0696 -0.0346  0.7436
1512745891.282   10.182    3.366    0.150 -4.676 -0.0054  0.1135  0.9475 -0.0401 -0.0329  0.7864
1512745891.345   10.330    3.492    0.150 -4.724  0.0293  0.0203  0.9814 -0.0519 -0.0334  0.8083
1512745891.368   10.274    3.583    0.150 -4.749  0.0198  0.0088  0.9429 -0.0896  0.0007  0.8252
1512745891.392   10.280    3.719    0.150 -4.766 -0.0054 -0.0203  0.9929 -0.0561 -0.0127  0.7772
1512745891.417   10.339    3.652    0.150 -4.782  0.0125 -0.0112  0.9065 -0.1360 -0.0225  0.7549
1512745891.441   10.406    3.679    0.150 -4.806  0.0044 -0.0090  0.9221 -0.0594 -0.0423  0.7623
1512745891.463   10.406    3.679    0.150 -4.821  0.0093 -0.0383  0.9712 -0.0391 -0.0469  0.7507
1512745891.491   10.492    3.535    0.150 -4.845 -0.0134  0.0383  0.8433  0.0075 -0.0257  0.7543
1512745891.568   10.491    3.511    0.150 -4.907 -0.0083 -0.0281  1.0386 -0.0816 -0.0674  0.8016
1512745891.593   10.414    3.600    0.150 -4.923 -0.0637 -0.0012  0.9951 -0.0164 -0.0226  0.7819
1512745891.617   10.435    3.606    0.150 -4.947  0.0354 -0.0417  1.0178 -0.0539 -0.0148  0.7630
1512745891.640   10.425    3.603    0.150 -4.963  0.0088 -0.0134  0.9807 -0.1119 -0.0668  0.7694
1512745891.664   10.414    3.618    0.150 -4.979 -0.0544  0.0115  0.9790  0.0210 -0.0093  0.7662
1512745891.689   10.419    3.694    0.150 -5.003  0.0476 -0.0103  0.9468 -0.0570 -0.0602  0.7717
1512745891.768   10.393    3.721    0.150 -5.066  0.0098  0.0110  0.9307 -0.0752  0.0326  0.7582
1512745891.791   10.418    3.727    0.150 -5.082  0.0559 -0.0430  0.9062 -0.0818  0.0104  0.7914
1512745891.816   10.434    3.736    0.150 -5.097 -0.0481 -0.0247  0.9844 -0.0752 -0.0160  0.8051
1512745891.822   10.434    3.736    0.150 -5.114 -0.0022  0.0007  0.9619 -0.0838 -0.0273  0.7974
1512745891.852   10.414    3.771    0.150 -5.130 -0.0476 -0.0398  0.9775 -0.0409 -0.0477  0.7887
1512745891.877   10.420    3.858    0.150 -5.155 -0.0583  0.0085  1.0010 -0.0080 -0.0784  0.7916
1512745891.940   10.466    3.815    0.150 -5.203 -0.0061 -0.0403  0.9419 -0.0354 -0.0189  0.7493
1512745891.961   10.470    3.816    0.150 -5.219 -0.0769 -0.0117  0.9717 -0.0133 -0.0659  0.7497
1512745891.986   10.438    3.784    0.150 -5.243  0.0474 -0.0195  1.0269 -0.0214 -0.0027  0.7646
1512745892.010   10.455    3.757    0.150 -5.258 -0.0061 -0.0225  0.9800 -0.0844 -0.0099  0.7947
1512745892.034   10.457    3.794    0.150 -5.273  0.0149 -0.0781  1.0403 -0.0800  0.0205  0.7703
1512745892.058   10.382    3.864    0.150 -5.297 -0.0256 -0.0498  0.9817  0.0232 -0.0130  0.7543
1512745892.092   10.391    3.866    0.150 -5.321  0.1028  0.0935  0.8992 -0.0529 -0.0137  0.7627
1512745892.178   10.388    3.864    0.150 -5.383  0.0007  0.0037  0.9187 -0.0364 -0.0069  0.7963
1512745892.200   10.374    3.884    0.150 -5.405 -0.0491 -0.0095  0.9880 -0.1148 -0.0125  0.7481
1512745892.223   10.376    3.913    0.150 -5.421  0.0659 -0.0020  0.8411  0.0364 -0.0278  0.7420
1512745892.255   10.433    3.862    0.150 -5.445 -0.0193  0.0122  0.9639 -0.0972 -0.0313  0.7673
1512745892.276   10.432    3.862    0.150 -5.468 -0.0081  0.0173  0.8906  0.0224 -0.0128  0.7650
1512745892.339   10.352    3.787    0.150 -5.515 -0.0144 -0.0088  0.8984 -0.0433 -0.0723  0.7426
1512745892.361   10.348    3.790    0.150 -5.532  0.0076 -0.0303  0.9685 -0.0402 -0.0344  0.7511
1512745892.386   10.345    3.761    0.150 -5.555 -0.0552 -0.0212  1.0286 -0.0675 -0.0466  0.7658
1512745892.393   10.345    3.761    0.150 -5.562 -0.0732  0.0520  0.9485 -0.0790 -0.0563  0.7647
1512745892.423   10.367    3.741    0.150 -5.577  0.0442  0.0227  0.9033 -0.0292 -0.0348  0.7812
1512745892.447   10.362    3.739    0.150 -5.601  0.0129  0.0046  0.9578 -0.1059  0.0067  0.7920
1512745892.469   10.364    3.740    0.150 -5.617 -0.0081 -0.0500  0.9719 -0.0294 -0.0450  0.7369
1512745892.531   10.362    3.741    0.150 -5.664  0.0022 -0.0247  0.9934 -0.1289 -0.0226  0.7587
1512745892.557   10.359    3.689    0.150 -5.687  0.0042  0.0066  0.8977 -0.0053 -0.1023  0.7306
1512745892.563   10.359    3.689    0.150 -5.694  0.0649 -0.0393  0.9487 -0.0186 -0.0479  0.7358
1512745892.594   10.393    3.654    0.150 -5.710 -0.1055  0.0388  0.9863 -0.0816 -0.0398  0.7325
1512745892.617   10.382    3.651    0.150 -5.733  0.0750 -0.0173  0.8787 -0.0876 -0.0901  0.7260
1512745892.640   10.390    3.654    0.150 -5.749  0.0322  0.0176  0.9253 -0.0369  0.0284  0.7209
1512745892.665   10.382    3.667    0.150 -5.770  0.0061 -0.0327  0.8936 -0.0887 -0.0458  0.7205
1512745892.728   10.386    3.727    0.150 -5.815 -0.0093 -0.0063  0.9551 -0.0679 -0.0406  0.7442
1512745892.750   10.390    3.725    0.150 -5.830  0.0095  0.0303  0.9521 -0.1142 -0.0935  0.7432
1512745892.773   10.408    3.728    0.150 -5.853 -0.0066 -0.0779  0.9253 -0.0337  0.0107  0.7651
1512745892.781   10.408    3.728    0.150 -5.861 -0.0103 -0.0325  0.9314  0.0029 -0.0068  0.7448
1512745892.810   10.409    3.728    0.150 -5.876  0.0312  0.0540  0.8547 -0.1192 -0.0220  0.7631
1512745892.834   10.455    3.657    0.150 -5.899 -0.0549  0.0750  1.0049 -0.0115 -0.0941  0.7585
1512745892.841   10.455    3.657    0.150 -5.907  0.0413  0.0720  0.9338 -0.0498 -0.0430  0.7685
1512745892.874   10.451    3.596    0.150 -5.923 -0.0574 -0.0354  1.0032 -0.0382 -0.0983  0.7261
1512745892.953   10.484    3.559    0.150 -5.984  0.0422  0.0283  0.8767 -0.1150  0.0047  0.7562
1512745892.976   10.478    3.557    0.150 -6.007  0.0386 -0.0698  0.9802  0.0150 -0.0238  0.7340
1512745892.999   10.486    3.560    0.150 -6.022 -0.0552  0.0376  0.8882 -0.0887  0.0212  0.7486
1512745893.023   10.430    3.650    0.150 -6.045  0.0701  0.0293  0.9236 -0.0944 -0.0897  0.7477
1512745893.047   10.433    3.653    0.150 -6.061 -0.0032 -0.0334  0.9988 -0.0368 -0.0250  0.7212
1512745893.072   10.547    3.525    0.150 -6.076 -0.0605  0.0747  0.9382 -0.0643  0.0201  0.7448
1512745893.150   10.535    3.521    0.150 -6.136  0.0723 -0.0012  0.9214  0.0265  0.0037  0.6899
1512745893.173   10.553    3.528    0.150 -6.159 -0.0605  0.0525  0.9143 -0.0674 -0.0312  0.6956
1512745893.197   10.568    3.506    0.150 -6.173  0.0439 -0.0166  0.8618 -0.1141 -0.0977  0.7296
1512745893.223   10.562    3.404    0.150 -6.187 -0.0190 -0.0710  1.0420  0.0051  0.0285  0.7567
1512745893.247   10.180    3.807    0.150 -6.210 -0.0925  0.0640  0.9124 -0.0850 -0.0332  0.7597
1512745893.274   10.177    3.807    0.150 -6.225  0.0347 -0.0574  0.9875 -0.0716 -0.0716  0.7535
1512745893.351   10.174    3.805    0.150 -6.280  0.0547 -0.0850  0.9624 -0.0361 -0.0431  0.7413
1512745893.375   10.127    3.868    0.150 -0.028 -0.0693 -0.0208  0.9612 -0.0240 -0.0063  0.7607
1512745893.399   10.161    4.342    0.150 -0.045  0.0374 -0.0117  1.0122 -0.0955 -0.1089  0.7402
1512745893.423   10.541    4.071    0.150 -0.060  0.0576  0.0056  0.9597 -0.0134  0.0134  0.7294
1512745893.446   10.544    4.071    0.150 -0.083  0.0486  0.0139  0.8569 -0.0838 -0.0457  0.7430
1512745893.475   10.531    4.064    0.150 -0.106 -0.0527  0.0383  1.0181  0.0104 -0.0362  0.7517
1512745893.552   10.578    3.976    0.150 -0.159 -0.0481 -0.0552  1.0168 -0.1165 -0.0302  0.7545
1512745893.577   10.557    3.541    0.150 -0.183  0.0000 -0.0615  0.9849 -0.0498 -0.0575  0.7666
1512745893.583   10.557    3.541    0.150 -0.191  0.0828 -0.0095  0.8154 -0.0225 -0.0160  0.7728
1512745893.614   10.193    3.905    0.150 -0.214  0.0332  0.0242  0.8577 -0.0899 -0.0385  0.7581
1512745893.638   10.200    3.906    0.150 -0.230 -0.0752  0.0271  0.9937 -0.0390 -0.0810  0.7440
1512745893.660   10.200    3.906    0.150 -0.238  0.0227 -0.0603  0.9399 -0.1153 -0.0668  0.7216
1512745893.723   10.182    3.931    0.150 -0.299 -0.0344  0.0339  0.9277 -0.0497 -0.0292  0.7498
1512745893.747   10.180    3.904    0.150 -0.315 -0.0784 -0.0608  0.9888 -0.0675 -0.0471  0.7357
1512745893.769   10.188    3.901    0.150 -0.331 -0.0288 -0.0056  0.9722 -0.0840 -0.0819  0.7402
1512745893.792   10.173    3.897    0.150 -0.353  0.0000  0.0068  0.9287 -0.0655 -0.0065  0.7417
1512745893.817   10.144    3.869    0.150 -0.369 -0.0134  0.0212  0.9250 -0.0364 -0.0887  0.7337
1512745893.841   10.157    3.852    0.150 -0.384 -0.0186 -0.0208  0.9644 -0.0728 -0.0284  0.7585
1512745893.866   10.154    3.809    0.150 -0.406  0.0845 -0.0144  0.8596 -0.0201 -0.0403  0.7269

1512745893.967   10.144    3.813    0.150 -0.483 -0.0283 -0.0271  0.9778 -0.0569  0.0037  0.7691
1512745893.971   10.144    3.813    0.150 -0.491 -0.0034 -0.0242  0.9497 -0.0455 -0.0146  0.7633
1512745893.975   10.144    3.813    0.150 -0.499 -0.0039  0.0046  0.8806 -0.0406 -0.0204  0.7685
1512745893.981   10.144    3.813    0.150 -0.499  0.0154 -0.0181  0.9500 -0.0352 -0.0170  0.7631
1512745893.998   10.138    3.812    0.150 -0.506  0.0474 -0.1387  0.9927 -0.1228 -0.0679  0.7084
1512745894.001   10.138    3.812    0.150 -0.514  0.0618 -0.1013  1.0098 -0.1189 -0.0638  0.6866
1512745894.018   10.097    3.868    0.150 -0.521  0.0110 -0.2207  0.9888 -0.1208 -0.0804  0.6276
1512745894.021   10.097    3.868    0.150 -0.529 -0.0107 -0.2258  0.9514 -0.1084 -0.0755  0.6161
1512745894.038   10.102    3.942    0.150 -0.537  0.0173 -0.2214  0.9336 -0.0138 -0.0439  0.5412
1512745894.040   10.102    3.942    0.150 -0.543  0.0334 -0.2190  0.8884 -0.0045 -0.0481  0.5281
1512745894.052   10.102    3.942    0.150 -0.550  0.0193 -0.2976  0.9448 -0.0854 -0.0232  0.3996
1512745894.063   10.102    3.942    0.150 -0.556 -0.0364 -0.4026  0.9875 -0.1326 -0.0586  0.2088
1512745894.078   10.143    3.948    0.150 -0.562  0.0210 -0.3149  0.9119 -0.0216 -0.0629 -0.0236
1512745894.083   10.143    3.948    0.150 -0.566  0.0205 -0.2427  0.8682  0.0024 -0.0326 -0.0611
1512745894.099   10.148    3.950    0.150 -0.568  0.0627 -0.0977  0.8401  0.0860  0.0322 -0.1165
1512745894.103   10.148    3.950    0.150 -0.569  0.0525 -0.0449  0.8765  0.1085  0.0486 -0.1268
1512745894.117   10.141    3.956    0.150 -0.569  0.0588  0.1108  1.0688  0.0249  0.0803 -0.1180
1512745894.122   10.141    3.956    0.150 -0.569  0.0156  0.1111  1.0813 -0.0374  0.0545 -0.1049
1512745894.138   10.144    3.996    0.150 -0.568 -0.0181  0.0422  0.9102 -0.0631 -0.0754 -0.0631
1512745894.142   10.144    3.996    0.150 -0.568 -0.0168  0.0188  0.8838 -0.0581 -0.0695 -0.0566
1512745894.158   10.307    3.867    0.150 -0.567  0.0059  0.0413  0.9233 -0.0381 -0.0036 -0.0300
1512745894.161   10.307    3.867    0.150 -0.565  0.0088  0.0498  0.9453 -0.0366 -0.0004 -0.0238
1512745894.177   10.321    3.869    0.150 -0.565  0.0308  0.0293  0.9636 -0.0583 -0.0505 -0.0128
1512745894.181   10.321    3.869    0.150 -0.565  0.0366 -0.0034  0.9360 -0.0694 -0.0422 -0.0148
1512745894.198   10.316    3.866    0.150 -0.565  0.0112 -0.0269  0.9207 -0.0364 -0.0190 -0.0168
1512745894.201   10.316    3.866    0.150 -0.565  0.0210 -0.0393  0.9436 -0.0407 -0.0189 -0.0197
1512745894.212   10.316    3.866    0.150 -0.565  0.0183 -0.0085  0.9719 -0.0466 -0.0269 -0.0242
1512745894.221   10.316    3.866    0.150 -0.565  0.0151 -0.0193  0.9382 -0.0395 -0.0292 -0.0254
1512745894.238   10.314    3.832    0.150 -0.565  0.0159  0.0168  0.9658 -0.0519 -0.0281 -0.0240
1512745894.241   10.314    3.832    0.150 -0.565  0.0291 -0.0208  0.9561 -0.0499 -0.0261 -0.0238
1512745894.258   10.246    3.890    0.150 -0.565  0.0220 -0.0142  0.9487 -0.0434 -0.0253 -0.0248
1512745894.262   10.246    3.890    0.150 -0.565  0.0359 -0.0061  0.9492 -0.0411 -0.0233 -0.0205
1512745894.279   10.234    3.888    0.150 -0.565 -0.0022 -0.0081  0.9277 -0.0374 -0.0161 -0.0229
1512745894.284   10.234    3.888    0.150 -0.565 -0.0042 -0.0066  0.9312 -0.0471 -0.0232 -0.0204
1512745894.299   10.249    3.896    0.150 -0.565  0.0188 -0.0103  0.9634 -0.0410 -0.0254 -0.0192
1512745894.303   10.249    3.896    0.150 -0.565  0.0208  0.0017  0.9514 -0.0374 -0.0238 -0.0205
1512745894.313   10.249    3.896    0.150 -0.565  0.0342  0.0044  0.9448 -0.0421 -0.0292 -0.0173
1512745894.322   10.249    3.896    0.150 -0.565  0.0266 -0.0088  0.9424 -0.0398 -0.0290 -0.0229
1512745894.339   10.248    3.900    0.150 -0.565  0.0037 -0.0034  0.9404 -0.0453 -0.0284 -0.0204
1512745894.343   10.248    3.900    0.150 -0.565  0.0139 -0.0129  0.9399 -0.0437 -0.0257 -0.0233
1512745894.358   10.141    3.984    0.150 -0.565  0.0125 -0.0061  0.9426 -0.0423 -0.0224 -0.0261
1512745894.361   10.141    3.984    0.150 -0.565  0.0227  0.0029  0.9436 -0.0434 -0.0253 -0.0224
1512745894.378   10.147    3.985    0.150 -0.565  0.0076 -0.0063  0.9526 -0.0447 -0.0258 -0.0205
1512745894.382   10.147    3.985    0.150 -0.565  0.0254 -0.0142  0.9517 -0.0382 -0.0300 -0.0214
1512745894.397   10.136    3.979    0.150 -0.565  0.0276 -0.0144  0.9421 -0.0475 -0.0188 -0.0234
1512745894.401   10.136    3.979    0.150 -0.565  0.0229 -0.0061  0.9514 -0.0433 -0.0229 -0.0248
1512745894.417   10.152    3.955    0.150 -0.565  0.0022 -0.0166  0.9504 -0.0419 -0.0229 -0.0185
1512745894.421   10.152    3.955    0.150 -0.565  0.0156  0.0093  0.9504 -0.0442 -0.0292 -0.0230
1512745894.437   10.153    3.957    0.150 -0.565  0.0381 -0.0159  0.9211 -0.0419 -0.0177 -0.0197
1512745894.440   10.153    3.957    0.150 -0.565  0.0156  0.0007  0.9487 -0.0417 -0.0230 -0.0214

dt vl vr
0.00 0.000 0.300
0.02 0.001 0.300
0.04 0.002 0.300
0.06 0.002 0.300
0.08 0.003 0.300
0.10 0.004 0.300
0.12 0.005 0.300
0.14 0.006 0.300
0.16 0.006 0.300
0.18 0.007 0.300
0.20 0.008 0.300
0.22 0.009 0.300
0.24 0.010 0.300
0.26 0.010 0.300
0.28 0.011 0.300
0.30 0.012 0.300
0.32 0.013 0.300
0.34 0.014 0.300
0.36 0.014 0.300
0.38 0.015 0.300
0.40 0.016 0.300
0.42 0.017 0.300
0.44 0.018 0.300
0.46 0.018 0.300
0.48 0.019 0.300
0.50 0.020 0.300
0.52 0.021 0.300
0.54 0.021 0.300
0.56 0.022 0.300
0.58 0.023 0.300
0.60 0.024 0.300
0.62 0.025 0.300
0.64 0.025 0.300
0.66 0.026 0.300
0.68 0.027 0.300
0.70 0.028 0.300
0.72 0.029 0.300
0.74 0.029 0.300
0.76 0.030 0.300
0.78 0.031 0.300
0.80 0.032 0.300
0.82 0.033 0.300
0.84 0.033 0.300
0.86 0.034 0.300
0.88 0.035 0.300
0.90 0.036 0.300
0.92 0.037 0.300
0.94 0.037 0.300
0.96 0.038 0.300
0.98 0.039 0.300
1.00 0.040 0.300
1.02 0.041 0.300
1.04 0.041 0.300
1.06 0.042 0.300
1.08 0.043 0.300
1.10 0.044 0.300
1.12 0.045 0.300
1.14 0.045 0.300
1.16 0.046 0.300
1.18 0.047 0.300
1.20 0.048 0.300
1.22 0.049 0.300
1.24 0.049 0.300
1.26 0.050 0.300
1.28 0.051 0.300
1.30 0.052 0.300
1.32 0.053 0.300
1.34 0.053 0.300
1.36 0.054 0.300
1.38 0.055 0.300
1.40 0.056 0.300
1.42 0.056 0.300
1.44 0.057 0.300
1.46 0.058 0.300
1.48 0.059 0.300
1.50 0.060 0.300
1.52 0.060 0.300
1.54 0.061 0.300
1.56 0.062 0.300
1.58 0.063 0.300
1.60 0.064 0.300
1.62 0.064 0.300
1.64 0.065 0.300
1.66 0.066 0.300
1.68 0.067 0.300
1.70 0.068 0.300
1.72 0.068 0.300
1.74 0.069 0.300
1.76 0.070 0.300
1.78 0.071 0.300
1.80 0.072 0.300
1.82 0.072 0.300
1.84 0.073 0.300
1.86 0.074 0.300
1.88 0.075 0.300
1.90 0.076 0.300
1.92 0.076 0.300
1.94 0.077 0.300
1.96 0.078 0.300
1.98 0.079 0.300
2.00 0.080 0.300
2.02 0.080 0.300
2.04 0.081 0.300
2.06 0.082 0.300
2.08 0.083 0.300
2.10 0.084 0.300
2.12 0.084 0.300
2.14 0.085 0.300
2.16 0.086 0.300
2.18 0.087 0.300
2.20 0.088 0.300
2.22 0.088 0.300
2.24 0.089 0.300
2.26 0.090 0.300
2.28 0.091 0.300
2.30 0.092 0.300
2.32 0.092 0.300
2.34 0.093 0.300
2.36 0.094 0.300
2.38 0.095 0.300
2.40 0.095 0.300
2.42 0.096 0.300
2.44 0.097 0.300
2.46 0.098 0.300
2.48 0.099 0.300
2.50 0.099 0.300
2.52 0.100 0.300
2.54 0.101 0.300
2.56 0.102 0.300
2.58 0.103 0.300
2.60 0.103 0.300
2.62 0.104 0.300
2.64 0.105 0.300
2.66 0.106 0.300
2.68 0.107 0.300
2.70 0.107 0.300
2.72 0.108 0.300
2.74 0.109 0.300
2.76 0.110 0.300
2.78 0.111 0.300
2.80 0.111 0.300
2.82 0.112 0.300
2.84 0.113 0.300
2.86 0.114 0.300
2.88 0.115 0.300
